make,model,year,price,mileage,fuel_type,transmission,description,image_url,body_type,vehicle_id
Suzuki,Bolan,2012,700000,40000,Petrol,Manual,sirf khareedaar rabta krain gari bilkul saaf hau,https://images.olx.com.pk/thumbnails/410161192-800x600.jpeg,None,kaggle_2432
Suzuki,Bolan,2007,765000,185000,Petrol,Manual,enghan. 100. ok. tayar. 12. fesad. ceel. pack. o. 3. o. 7. for. 9. for. 9. l. 5.5,https://images.olx.com.pk/thumbnails/351917439-800x600.jpeg,None,kaggle_2433
Honda,Civic Oriel,2005,1600000,12345,Petrol,Manual,"-Honda Civic 2005 Model  
-MODEL: 2005 Registration : 2005
-MILAGE DRIven: 12354KM
-Totally Geniune from inside & Outside SHowered For Fresh Look. 
-Sun Roof 
-All documents clear
-Branded Tyres New
-Number plates original
A very well maintained  - Good consumption
no mechanical work, Excellent condition 
complete ,Engine perfect orginal condition car. .  
just buy and drive daily driven smooth car  
original condition Registered In Personal Name   
Neat and clean interior - Each and every thing is mentioned     
only contact for serious buyers -
No silly offers good fuel average 
Very good Condition. 
10/10 condition ok    
Genuine Condition. Price slightly negotiable
-Tax paid ,
-3rd owner car 
-Smart Card Biometric Available. 
-Clean Engine Compartment
-Engine and Suspension 100% ok
- Contact Num : ++",https://images.olx.com.pk/thumbnails/405377345-800x600.jpeg,None,kaggle_2434
Suzuki,Cultus Vxr,2010,1170000,78000,Petrol,Manual,home used cultus inside 100% genuine condition outer 60% genuine suspension gear engine waterthowing chill ac throughout driven on petrol average 21 22km  per liter smooth drive no single work required original file smart card biometric available just serious Byers contact,https://images.olx.com.pk/thumbnails/414374142-800x600.jpeg,None,kaggle_2435
Toyota,Corolla Gli,2017,3950000,85000,Petrol,Manual,1 hand drive apna nam p he biomatric moka p mla ge front headlight grandee ki oreginal han meater b grandee کا he tyre all New han led androied ۔ back cammera total genuine seat poshish no need to work just like new car just buy and drive smooth drive,https://images.olx.com.pk/thumbnails/414697203-800x600.jpeg,None,kaggle_2436
Toyota,Yaris,2020,4550000,28000,Petrol,Automatic,bumper to bumper genuine inside out fully original low genuine mileage complete maintenance record from Toyota Authorized dealership brand new Yokohama tyres cruise control and retractable side mirrors leather seats climate control,https://images.olx.com.pk/thumbnails/410256959-800x600.jpeg,None,kaggle_2437
Toyota,Corolla Xli,2011,3550000,19300,Petrol,Manual,"One of its kind Corolla 2011  XLI , only 19300 km’s driven. It’s in pristine condition. Only rear passenger door has been painted. Rest of the car is all brand new. Price is fixed. Call only if you agree with the asking price.",https://images.olx.com.pk/thumbnails/379884958-800x600.jpeg,None,kaggle_2438
Honda,City Aspire,2016,2850000,94000,Petrol,Manual,"Honda city i-VTEC Aspire 1.3
Model 2016 
Manual Transmission 1300cc  
Mileage 94000",https://images.olx.com.pk/thumbnails/404450945-800x600.jpeg,None,kaggle_2439
Honda,City Aspire,2017,2900000,80000,Petrol,Manual,Kenwood speaker installed. Hi Fi sound. Few touches. No major accident. New Imported Bridgestone Nextry Ecopia Tyres. Engine Suspension 100% No work required. Just like a new Car.,https://images.olx.com.pk/thumbnails/349918712-800x600.jpeg,None,kaggle_2440
Honda,City Ivtec,2015,2600000,107000,Petrol,Manual,engine condition good,https://images.olx.com.pk/thumbnails/412452545-800x600.jpeg,None,kaggle_2441
Toyota,Corolla Gli,2015,2850000,163600,Petrol,Manual,"Engine & suspension 100%
Bonut, Roof, Digi genuine, 
sides shower for fresh look. 
Inner total original (sealed) and neat clean. 
No work required in car. 
All documents ,original number plates available.",https://images.olx.com.pk/thumbnails/406313298-800x600.jpeg,None,kaggle_2442
Suzuki,Mehran Vxr,2010,735000,150000,Cng,Manual,"Mehran VXR White
AC and CNG company fitted
Never driven on CNG
2009 model
CPLC Clear
Home used Card
Nor work required
New tyres
plz whatsapp only ",https://images.olx.com.pk/thumbnails/414793702-800x600.jpeg,None,kaggle_2443
Honda,City Ivtec,2017,5000000,94000,Petrol,Automatic,"Total Genuine paint and engine,
come your painter and mechanic and cheak,

Engine Ok 
suspension Ok 
 
* scratch less honda civic 2017
* maintained Honda falcon
* 2nd owners car

* Rear and front head light RBG color change with mobile
* brand new Start alloy Rim and tyre 
* just buy and Drive",https://images.olx.com.pk/thumbnails/413901073-800x600.jpeg,None,kaggle_2444
Daihatsu,Cuore,2012,1000000,123000,Petrol,Automatic,cuore 2012 shower ha family use car ha recently all work done all documents colour tax clear woofer not included,https://images.olx.com.pk/thumbnails/411866566-800x600.jpeg,None,kaggle_2445
Honda,City Ivtec,2013,2300000,107000,Petrol,Manual,"Honda city 2013 good condition no work required no sms only call

0/3/4/0/0/2/8/9/1/6/9",https://images.olx.com.pk/thumbnails/414355160-800x600.jpeg,None,kaggle_2446
Suzuki,Cultus Vxr,2009,1025000,1700,Petrol,Manual,"All oky no any work required halki fulki touch-up he 
WhatsApp
",https://images.olx.com.pk/thumbnails/414562113-800x600.jpeg,None,kaggle_2447
Suzuki,Alto,2021,2195000,70000,Petrol,Manual,"Original file 
On the spot biometric
97 percent Genuine
Indoor and ourdoor are Sealed
Non accident 
Original leather poshish
Smooth drive
LCD
Back camera
Tyre 9/10
Avarage 26 to 27 Km/L",https://images.olx.com.pk/thumbnails/413957673-800x600.jpeg,None,kaggle_2448
Suzuki,Wagon R,2014,1690000,123000,Petrol,Manual,because i need money,https://images.olx.com.pk/thumbnails/414129862-800x600.jpeg,None,kaggle_2449
Mitsubishi,Pajero Mini,2012,2100000,134000,Petrol,Automatic,"Pajero Mini limited Edition
Model  2012
Register 2019
Lahore number
Scratchless body
mileage 134k
Mechanical Perfect
Waterthrowing engine
smooth drive
Ecosystem working
Gear shifting perfect
4x4 working
AC/heater working
Od gear working
New tyres
location khannapol
price negotiable 
lifetime token taxes are paid .",https://images.olx.com.pk/thumbnails/410139084-800x600.jpeg,None,kaggle_2450
Chevrolet,Joy,2006,888000,141500,Petrol,Manual,"Inner look Geniune
Outer look Shower hai
Engine Chevrolet ka geniune hai
Bahir sy Thora kaam hony wala hai
Engine 10/8
New tire
Only serious buyer talk me
Chaska party Dorr rahy
Is number py rabta kary
",https://images.olx.com.pk/thumbnails/401494462-800x600.jpeg,None,kaggle_2451
Toyota,Corolla Gli,2015,3120000,95000,Petrol,Manual,"Toyota Corolla Gli 
modle 2014
Registered 2015
Bumper to Bumper original car 
Recently oil Changed 
Matanied vehicle not a single pany work required
come with your experts and visit
For more details please contact on number Thanking you",https://images.olx.com.pk/thumbnails/410211254-800x600.jpeg,None,kaggle_2452
Daihatsu,Mira,2021,3300000,75000,Petrol,Automatic,Mira automatic CVT transmission urgently for sale,https://images.olx.com.pk/thumbnails/409116489-800x600.jpeg,None,kaggle_2453
Daihatsu,Move,2017,3000000,86000,Petrol,Automatic,"my car is in perfect running condition, its 2020 import n 2017 model, 86k km driven, perfectly fine, 18km per km average. no auction sheet available, few parts are painted but from japan",https://images.olx.com.pk/thumbnails/409993232-800x600.jpeg,None,kaggle_2454
Suzuki,Alto,2003,685000,88000,Petrol,Manual,sub ok ha good cundeshan h,https://images.olx.com.pk/thumbnails/414312235-800x600.jpeg,None,kaggle_2455
Daihatsu,Cuore,2006,750000,50000,Petrol,Manual,need money gari okay arjunt sell,https://images.olx.com.pk/thumbnails/413881904-800x600.jpeg,None,kaggle_2456
Honda,Civic Oriel,2017,3150000,96000,Petrol,Automatic,"Honda Civic 1.8
used 
condition 10/9
automatic",https://images.olx.com.pk/thumbnails/410404396-800x600.jpeg,None,kaggle_2457
Suzuki,Cultus Vxr,2010,1396000,145000,Petrol,Manual,"Genuine Suzuki Cultus 2010 EFI Model (ISLAMABAD NUMBER)
No denting/paintaing
Almost new tyres
No major accident
Good normal sound of Engine

Driven: 1,65,000 km
Color: White
AC & Heater Both are in working conditions
Company Fitted CNG Kit Available, currently removed from the car

FAMILY DRIVEN CAR",https://images.olx.com.pk/thumbnails/414272077-800x600.jpeg,None,kaggle_2458
Suzuki,Swift,2012,2200000,97000,Petrol,Automatic,Swift 2012 automatic everything is perfect used as a third car just buy and drive no foolish offers 2 3 touchups,https://images.olx.com.pk/thumbnails/413321544-800x600.jpeg,None,kaggle_2459
Daihatsu,Mira,2012,1400000,120000,Petrol,Manual,"All paperwork is complete and available in both physical and digital copies. The car is in excellent mechanical condition, with recent paintwork on the bumpers and two doors. It features a manual transmission, and the suspension and engine are exceptionally well-maintained. The tires are also in good condition. Notably, the car has been on a previous trip to Skardu.",https://images.olx.com.pk/thumbnails/411451178-800x600.jpeg,None,kaggle_2460
Suzuki,Alto,2020,3300000,10000,Petrol,Automatic,"2020 model 
2023 import fresh cleared 
low mileage 
s package
retact mirror 
line assist control 
parking sensor 
auto stop brake 
heated seat 
silver colour 
bumper coloured   only",https://images.olx.com.pk/thumbnails/403966180-800x600.jpeg,None,kaggle_2461
Suzuki,Mehran Vxr,2018,1500000,66016,Petrol,Manual,"I am offering my well-maintained 2018 Suzuki Mehran VXR Euro II for sale. This car, in a sophisticated 'Sand Beige' color, has been kept in immaculate condition with no issues whatsoever.",https://images.olx.com.pk/thumbnails/414820895-800x600.jpeg,None,kaggle_2462
Mitsubishi,Lancer,2005,1150000,174200,Petrol,Manual,"2nd owner
Jeniuen Drive 174k
Chat Piller Jeniuen
Total seal pack car
Non accidental 
Engine 100%
Suspension 100%
Ac Heater 100%
Home Use car fresh like just buy and drive.",https://images.olx.com.pk/thumbnails/414853987-800x600.jpeg,None,kaggle_2463
Mercedes,E Class,2004,3790000,150000,Petrol,Automatic,"please contact on whatsapp 
Mercedes benz E-class (W211) elegance for sale, 2004 model, Beige interior (rare), with zero malfunctions, a very well maintained car with all oils upto date, comes with cruise control, speed limiter, heated seats, breakhold, digital meter/information cluster, interior lighting, auto dimming rear view mirror, outclass drive, no suspension work required everything ok,
Auto adjustable headlights with headlight washer, rain sensor wiper, Alloy rims, glass coating done and much more. 
On my own name, transfer is mandatory. 

Only serious people contact price is negotiable on spot… dont ask for final price over call. . first come see and then offer",https://images.olx.com.pk/thumbnails/398157796-800x600.jpeg,None,kaggle_2464
Toyota,Corrolla Altis,2017,4275000,47000,Petrol,Automatic,"Altis 2017 model 
good condition car 
price is negotiable",https://images.olx.com.pk/thumbnails/412394462-800x600.jpeg,None,kaggle_2465
Faw,V2,2018,1500000,56000,Petrol,Manual,"I am selling my car FAW V2 2018 model First honor. like a new car only 56000 km. driven. insured, tracker is installed , centeral locking best average even within city. with original paint. No fulish  offer plz",https://images.olx.com.pk/thumbnails/409316012-800x600.jpeg,None,kaggle_2466
Suzuki,Alto,2007,545000,150000,Petrol,Manual,"INNER GENION OUTER SHOWER POWER MIRROR POWER STERING WORKING ALL DOCUMENTS CPLC CLEAR TIKLI AVAILABLE 
ENGINE GOOD SUSPENSION GOOD GHR KE USE KE LIYE ACHI GARI HE",https://images.olx.com.pk/thumbnails/414515167-800x600.jpeg,None,kaggle_2467
Mitsubishi,Ek Wagon,2015,2000000,54800,Petrol,Automatic,original document hai,https://images.olx.com.pk/thumbnails/410478490-800x600.jpeg,None,kaggle_2468
Suzuki,Mehran Vxr,2005,640000,56026,Petrol,Manual,suzuki mehran 2005 dec 22 company made ac laga hua ha best cooling total guniun no touching no paint home use car smart card available and qll decoments clear engine suspention all ok gari main koi kam nai hona wala ap mikanic ko sath la ka ayen check karen price munasib ha plz contect me,https://images.olx.com.pk/thumbnails/414554307-800x600.jpeg,None,kaggle_2469
Suzuki,Wagon R,2016,2100000,71000,Petrol,Manual,Bumper to bumper original 2016 model,https://images.olx.com.pk/thumbnails/411526824-800x600.jpeg,None,kaggle_2470
Kia,Picanto,2020,2850000,91000,Petrol,Automatic,dvdhvjxgcjcckhcjmgjcmhchjy,https://images.olx.com.pk/thumbnails/410638362-800x600.jpeg,None,kaggle_2471
Mitsubishi,Ek Wagon,2007,1625000,120000,Petrol,Automatic,"Aoa I’m selling my Ek wagon
2007 mdl and 2013 registered 
neat and clean interior and exterior suspension 100% engine 100%  no work required just buy and drive for more detail just call 
biometric available life time token miner touchups. 
local avg 16-17 and long 21-22 easily  

price negotiable 
chaska party stay away. !!",https://images.olx.com.pk/thumbnails/412239043-800x600.jpeg,None,kaggle_2472
Toyota,Corolla Gli,2010,2100000,123456,Petrol,Automatic,ac suspanshion engine tyre alloy wheel andr Sy totel jenion totel sello Mai hai bahr side tuching Mai baqi sely pori hai baqi puri gari jenion hai,https://images.olx.com.pk/thumbnails/414688156-800x600.jpeg,None,kaggle_2473
Changan,Karvaan,2020,1970000,46000,Petrol,Manual,"karvaan base varient
2020/ 21
bum to bum original guaranteed
in family used
urgent sale
not a single work in car
just buy & drive",https://images.olx.com.pk/thumbnails/414995314-800x600.jpeg,None,kaggle_2474
Suzuki,Wagon R,2019,1975000,80000,Petrol,Manual,wagonr vxr 2019 chat hooday jenuine . other showered. . kal tak lhr ha car parso fsd chali jani ha. . shadbadh location lhr. contact 0300/60000/24,https://images.olx.com.pk/thumbnails/410978125-800x600.jpeg,None,kaggle_2475
Honda,City Aspire,2014,2800000,135000,Petrol,Manual,Alloy Rims. 100% original . All original documents are complete  . Totally driven on petrol. Just like a Zero Meter car. Brand new tires installed. Never got into accident. All taxes paid. No shawar No paint neat and clean. Bamper to Bamper original smartcards owned my Name Original book of this car is also available. o324 74 oo 173,https://images.olx.com.pk/thumbnails/414538510-800x600.jpeg,None,kaggle_2476
Suzuki,Wagon R,2017,2250000,75000,Petrol,Manual,suzuki wagn R  new tire very exelent condition  ,https://images.olx.com.pk/thumbnails/411242154-800x600.jpeg,None,kaggle_2477
Suzuki,Bolan,2017,1235000,67500,Petrol,Manual,new key wali 2017A achi cndatoin,https://images.olx.com.pk/thumbnails/410385984-800x600.jpeg,None,kaggle_2478
Suzuki,Swift,2012,2390000,126301,Petrol,Automatic,"odel 2012 ends, Like brand new swift DLX 1.3, auto Gear, Islamabad Registered, original smart Card, token tax updated, original Number plates, non-accidental, seal to seal original, android installed. Company Maintained, Alloys rims, keyless entry, chilling ac/heater mean full option etc. Total Original white color, drives only in Islamabad, Zero work",https://images.olx.com.pk/thumbnails/414389920-800x600.jpeg,None,kaggle_2479
Suzuki,Cultus Vxr,2014,1325000,74000,Petrol,Manual,"Aoa I am selling my cultus 2014 in smoke green color in immaculate perfect condition 
gari me ek rupay ka b kam nai ha waterdropping engine ha kahin sa oil leak nai huwa kabhi original reading ha 74k km drive hui ha gar ki gari ha. 

First owner hai only bonet pa scratches ki wajah sa spray karwaya tha pori gari me kahin b polygate nai hai BUMPER TO BUMPER ORIGINAL Alhumdulillah! 

A/c working hai 
Suspensions Ok hain 
Engine Perfect soundless hai 

Lcd Back camera Kenwood speaker Installed

price almost final hain pahlay gari dekhein phr price apko sahi lagygi InshaAllah",https://images.olx.com.pk/thumbnails/414692242-800x600.jpeg,None,kaggle_2480
Suzuki,Bolan,2000,595000,44500,Petrol,Manual,engine a one condition sofa seat back tire new good looking,https://images.olx.com.pk/thumbnails/412781031-800x600.jpeg,None,kaggle_2481
Honda,City Vario,2004,1470000,210000,Petrol,Automatic,"Note: 14 sy neechay waly rabta na kren Shukriya. 
Only Serious Buyer
I am selling my City 2004 Vario automatic in lush condition total genuine condition book file original with smart card 2 keys available with an installed brand new android panel with back camera and spoiler and a new poshish car is own my name. Ac 100% suspension 100% engine 100%  original milage no meter tempered. drive feels like a new car. 

*Inner and outer Genuine Only 2 Fender’s paint Just Buy and Drive
* Automatic Transmission 
* EPS
* Non- Accidental
* 2004/2005 Model
* Genuine Mileage 
* Special Variant that Comes with Climate Control & Auto AC Controls
* Alloy Rims
#hondacity #hondacityvario #hondacityautomatic #honda #city #car

*Only contact for serious buyers . . . 
*More information contact only this number 0/. 30/. 03/. 59/. 33/. 7/. 3",https://images.olx.com.pk/thumbnails/410997989-800x600.jpeg,None,kaggle_2482
Suzuki,Mehran Vxr,2018,1380000,54000,Petrol,Manual,"lush car , new tyres , Ac working , showroom condition , Almost totally genuine expect one piece, urgent sell krni need money, Gare civil line block no 20 jauharabad ma dkhi ja Skte ha ya Atomic colony Chowk girote ma dakhi ja sakhti ha ",https://images.olx.com.pk/thumbnails/395294828-800x600.jpeg,None,kaggle_2483
Mercedes,C Class,2008,4699000,165000,Petrol,Automatic,"Rear gun metallic colour. Read Add carefully All details Mentioned. Mercedes Benz C180 Model 2008 / 2013 import 2 digit Islamabad No. Token up to Date till 2024. Total Genuine Body. Only Right side Fender and Bonnet Painted From Uk when imported. New front and back Brakes, Oil And Filter Changed last week 2 Remote Keys. Original Hid lights. Heater and AC Is In Perfect Condition . New Battery last week. Genuine Alloy Rims Tyres last Year Changed Condition 9/10 Neat And Clean Interior 10/10 Not even a minor work needed in engine. Heated Seats. No exchange Only calls will be entertained. No Message pls . No dealers please. price negotiable. Lightweight allow rims . 100% maintained by dealership. smart card. Petrol driven,4",https://images.olx.com.pk/thumbnails/411902552-800x600.jpeg,None,kaggle_2484
Suzuki,Cultus Vxr,2014,1550000,22000,Petrol,Manual,No work required just buy and drive. seroius person contect my personal no  cultus lover gift. my contect  number]0333/647/2061. New tyre installed,https://images.olx.com.pk/thumbnails/412046038-800x600.jpeg,None,kaggle_2485
Daihatsu,Move,2013,2000000,94000,Petrol,Automatic,"Daihatsu Move G Push 
Model 2013 Registered 2016
94000 Kms Driven
Full Option 
Push Start
Retractable Mirrors 
Eco Idle 
Rims n New Tyres 
Soundless Drive",https://images.olx.com.pk/thumbnails/412569368-800x600.jpeg,None,kaggle_2486
Suzuki,Bolan,2018,1400000,120000,Petrol,Manual,"Suzuki bolan all ok no fault
only used at home 
one hand drive",https://images.olx.com.pk/thumbnails/413266414-800x600.jpeg,None,kaggle_2487
Honda,City Ivtec,2009,2150000,168000,Petrol,Manual,Home used car inside total genuine outer mirror showed 100 % non accidental Alloy wheels with new Tyres. Android penal with back veiw camera  . Only serious buyer's can contact me Thanks,https://images.olx.com.pk/thumbnails/403148896-800x600.jpeg,None,kaggle_2488
Suzuki,Alto,2005,618000,109940,Petrol,Manual,"Alto for Sale , On petrol, Chilled AC",https://images.olx.com.pk/thumbnails/413926969-800x600.jpeg,None,kaggle_2489
Toyota,Corolla Xli,2009,2400000,175000,Petrol,Manual,bas wesa sale kr Raha hn,https://images.olx.com.pk/thumbnails/413659842-800x600.jpeg,None,kaggle_2490
Toyota,Corolla Xli,2009,2000000,60000,Petrol,Manual,"xli for sale Good condition ok total geniun
alloy rim contact ",https://images.olx.com.pk/thumbnails/413300289-800x600.jpeg,None,kaggle_2491
Honda,City Aspire,2021,4100000,55200,Petrol,Automatic,"Honda City Aspire 1.5 (Prosmatec)
Model 2021, registered in 2022 (Islamabad registration)
2nd Owner excellent condition (interior & exterior), remained in family use. 
Price Almost final. 
Original 55,200 Mileage.",https://images.olx.com.pk/thumbnails/414514234-800x600.jpeg,None,kaggle_2492
Honda,City Aspire,2021,4650000,40000,Petrol,Automatic,Honda city aspire good question,https://images.olx.com.pk/thumbnails/412652780-800x600.jpeg,None,kaggle_2493
Toyota,Passo,2014,2640000,1234,Petrol,Automatic,"- Model 2010 Import 2014
- 100% Original Own Powerful Sealed Engine
- 100%Automatic Smooth Transmission
- 100% Perfect Soundless Suspension
- All Systems Proper Working Condition
- No Work Required At All
- Genuinely Family Used Car
- Price Little Bit Negotiable
- Only Serious Person May Contact",https://images.olx.com.pk/thumbnails/413100516-800x600.jpeg,None,kaggle_2494
Suzuki,Baleno,2002,670000,125000,Petrol,Manual,"Suzuki baleno 2002 model
interior janiuon 
Outer shower 
File dublicate card available biometric also available 
Givern average 15km per litre. . . 
Serious Buyers Contact. . .",https://images.olx.com.pk/thumbnails/414133867-800x600.jpeg,None,kaggle_2495
Suzuki,Cultus Vxr,2012,1250000,44814,Petrol,Manual,suzuki cultus vxr 2012 model second owner just one piece touchup rim tyre new suspension 100 percent ac working new seats cover new mating home use car just buy and drive,https://images.olx.com.pk/thumbnails/414515614-800x600.jpeg,None,kaggle_2496
Toyota,Passo,2010,2750000,160000,Petrol,Automatic,"Totally fresh car in complete genuine condition. 

Its HANA Package 1.3 Genuine

1NRFE Engine 1300 cc which is most efficient and powerful having an average of 18 km/l

This variant is not available in Pakistan. 

No comparison with the 1000cc variant that lags power and is not fuel efficient. 

Sofa seats with absolutely neat interior. 

Eco mode that makes it fuel efficient. 

Its like a zero meter car

Unregistered at the moment",https://images.olx.com.pk/thumbnails/409638293-800x600.jpeg,None,kaggle_2497
Suzuki,Every,2018,2759000,43000,Petrol,Manual,"2018 model
2023 import
half join
total genuine
original milege",https://images.olx.com.pk/thumbnails/412254582-800x600.jpeg,None,kaggle_2498
Daihatsu,Terios Kid,2002,1340000,57000,Petrol,Automatic,"Model 2002
Registration 2006
complete file
Few touchups
Karachi
own Engine
price negotiable",https://images.olx.com.pk/thumbnails/412856656-800x600.jpeg,None,kaggle_2499
Faw,V2,2019,1850000,30500,Petrol,Manual,"FAW V2 2019 Model First Owner For Sale, all token paid. 
Only Interested buyers please Contact. 
Price is Slightly negotiable.",https://images.olx.com.pk/thumbnails/414787249-800x600.jpeg,None,kaggle_2500
Toyota,Corrolla Altis,2005,2150000,200000,Petrol,Automatic,"NOT A SINGLE PENNY WORK REQUIRED
PRICE IS SLIGHTLY NEGOTIABLE 
MECHANICAL 10 BY 10
RECENTLY ALL MECHANICAL WORK DONE
GIFT FOR COROLLA LOVERS
BIOMETRIC IS AVAILABLE
2005 MODEL 2006 REGISTERED",https://images.olx.com.pk/thumbnails/404535496-800x600.jpeg,None,kaggle_2501
Honda,Civic Prosmetic,2003,1300000,150000,Petrol,Automatic,"all documents are available with number plates , outer shower for fresh look , Automatic car , alloys rims installed",https://images.olx.com.pk/thumbnails/412984132-800x600.jpeg,None,kaggle_2502
Kia,Picanto,2023,3465000,8400,Petrol,Automatic,"I am selling my Kia Picanto 2023 mercury Blue color only 7 month used not a single work required on 26 th November oil change air filter tunning done
zero three three three-three one nine nine five six three",https://images.olx.com.pk/thumbnails/413579884-800x600.jpeg,None,kaggle_2503
Toyota,Corolla Xli,2011,2100000,42000,Petrol,Manual,Paso ke zararat hy is waja sy Sal Kar na hy,https://images.olx.com.pk/thumbnails/414396909-800x600.jpeg,None,kaggle_2504
Kia,Classic,2001,550000,200000,Petrol,Manual,urgent sale required money,https://images.olx.com.pk/thumbnails/385414301-800x600.jpeg,None,kaggle_2505
Honda,Civic Oriel,2005,1400000,200000,Petrol,Manual,"Honda Civic 2005 modal Neat and clean 
new Tires ,new Bettry,
Android Panel , Sunroof working manual transmission,Each everything is working condition",https://images.olx.com.pk/thumbnails/414796662-800x600.jpeg,None,kaggle_2506
Suzuki,Bolan,2015,830000,60000,Petrol,Manual,Suzuki bolan total original no no paint exchange possible,https://images.olx.com.pk/thumbnails/402993392-800x600.jpeg,None,kaggle_2507
Mitsubishi,Pajero Mini,2000,850000,80000,Petrol,Manual,"honda city
new tyre
stock rim
original speaker
inner is total original 
outer complete shower
just buy and enjoy the ride
allamduillah your trust is everything 
whatapp ",https://images.olx.com.pk/thumbnails/411224997-800x600.jpeg,None,kaggle_2508
Changan,Karvaan,2020,2290000,37400,Petrol,Manual,"urgent sale. 
home used. 
first owner 
price is flexible 
if anyone interested then contact me.",https://images.olx.com.pk/thumbnails/410411674-800x600.jpeg,None,kaggle_2509
Suzuki,Bolan,2007,710000,403588,Cng,Manual,Suzuki bola carry daba,https://images.olx.com.pk/thumbnails/413384278-800x600.jpeg,None,kaggle_2510
Toyota,Corolla Gli,2014,2400000,110000,Petrol,Manual,"HOME USE CAR. JUST TWO DOORS PAINTED DUE TO SCRATCHES, NEW TIRES INSTALLED, JUST BUY N DRIVE, TRANSFER COMPULSORY",https://images.olx.com.pk/thumbnails/380671812-800x600.jpeg,None,kaggle_2511
Suzuki,Cultus Vxr,2014,1435000,90000,Petrol,Manual,"Suzuki Cultus Euro 2 , 2014 model 15 Registered Isb. 
car in good condition. spray on 3 ,4 peices. no work required. New Battery. suspenion 100%, mechanical 100%. . Original return file is available . Petrol driven, CNG never installed . All token taxes are paid for life . Sealed and powerful engine . Non-Accidental, biometric Avaialble, Car is in its Original Seal. prefer to closest Offer.",https://images.olx.com.pk/thumbnails/414188138-800x600.jpeg,None,kaggle_2512
Daihatsu,Cuore,2004,565000,100000,Petrol,Manual,Coure for sale home used car model 2004 good condition no work required just buy and drive. serious buyers contact only,https://images.olx.com.pk/thumbnails/412554032-800x600.jpeg,None,kaggle_2513
Toyota,Altis Grande,2015,4100000,90000,Petrol,Automatic,cruisetronic 1.8 cvti ,https://images.olx.com.pk/thumbnails/413185237-800x600.jpeg,None,kaggle_2514
Suzuki,Mehran Vxr,2005,700000,14672,Petrol,Manual,"mehran vxr
model 2005
Lahore number
lifetime token paid
inner total genuine
outer 90% genuine
AC company fitting
heater okay
fuel average 16+long
new tyre new battery
home use car
mechanical work no need
just buy and drive",https://images.olx.com.pk/thumbnails/414752401-800x600.jpeg,None,kaggle_2515
Daihatsu,Cuore,2007,920000,89999,Petrol,Manual,carr nice to see you soon and will have the opportunity,https://images.olx.com.pk/thumbnails/413106847-800x600.jpeg,None,kaggle_2516
Daihatsu,Hijet,2014,1625000,116000,Petrol,Automatic,"Hijet 
Model 2014
Registration 2018
Full Original 
Second onwer
Two power
Own engine
engine 100%
suspension 100%
No work at all",https://images.olx.com.pk/thumbnails/409782278-800x600.jpeg,None,kaggle_2517
Suzuki,Swift,2016,1880000,60000,Petrol,Manual,"• Engine 100%
• Suspension 100%
. Gear 100 %
. ABS 100%
. Air Conditioning 100% 
• Neat and clean interior 
• Not a single penny worked required.  All documents clear, smart card available, Tyres condition just like NEW. 
Feautures:
• original pannel
• Leather seats
• Sound system. 
Note:
*****
• As a full featured full option car price is very reasonable . 

Minor Negotiate available on the spot 
Jazak Allah",https://images.olx.com.pk/thumbnails/386422577-800x600.jpeg,None,kaggle_2518
Honda,City Ivtec,2012,2750000,129000,Petrol,Automatic,"Hinda city Prosmatec is for sale. 
It is in its original paint except back right fender. 
Almost scratchless car. 
After market Navigation nd back view camera have been installed. 
It is second owner nd on my own name. (Javed Akhtar). 
All original documents are complete. 
No work required. 
You can not find a car in this condition in this model. 
You may also call on my Whats App on same number.",https://images.olx.com.pk/thumbnails/406708555-800x600.jpeg,None,kaggle_2519
Daihatsu,Move,2013,1850000,85000,Petrol,Automatic,"Good condition
Key less (push start)
Power steering
 power windows
 full optional",https://images.olx.com.pk/thumbnails/414772390-800x600.jpeg,None,kaggle_2520
Suzuki,Swift,2022,4490000,12500,Petrol,Automatic,"Army Offr's Car
Registered on Own Name
Excellent Condition. . . . .",https://images.olx.com.pk/thumbnails/402321299-800x600.jpeg,None,kaggle_2521
Daihatsu,Cuore,2009,1060000,125000,Petrol,Automatic,"Condition 85% overall
plz visit for more clarification",https://images.olx.com.pk/thumbnails/414453457-800x600.jpeg,None,kaggle_2522
Mitsubishi,Ek Wagon,2013,2300000,65000,Petrol,Automatic,"I'm selling mitsubishi ek wagon brand new import condition. 
100% engine perfect
100% àc heater working
tyre brand new
as it's japan import conditions
1 piece shower 
family use car
call now
0/3/2/1/4/3/0/6/3/4/7",https://images.olx.com.pk/thumbnails/412422199-800x600.jpeg,None,kaggle_2523
Chevrolet,Joy,2006,680000,100000,Petrol,Manual,AoA inner seal to seal chill ac 100% engine book file original         zero three three three four seven two three nine two two,https://images.olx.com.pk/thumbnails/409805022-800x600.jpeg,None,kaggle_2524
