make,model,image_url,license,artist,source_page
Dodge,Durango,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/01/Dodge_Durango_SRT_Hellcat_MYLE_Festival_2025_DSC_9644.jpg/960px-Dodge_Durango_SRT_Hellcat_MYLE_Festival_2025_DSC_9644.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Alexander-93"" title=""User:Alexander-93"">Alexander Migl</a>",https://commons.wikimedia.org/wiki/File:Dodge_Durango_SRT_Hellcat_MYLE_Festival_2025_DSC_9644.jpg
Cadillac,DTS,https://upload.wikimedia.org/wikipedia/commons/3/36/Cadillac_DTS_Limousine_IMG001.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Zotyefan&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Zotyefan (page does not exist)"">Zotyefan</a>",https://commons.wikimedia.org/wiki/File:Cadillac_DTS_Limousine_IMG001.jpg
Mercedes-Benz,E-Class,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/92/M%C3%BCnster%2C_Beresa%2C_Mercedes-Benz_C-Klasse_Cabrio_--_2018_--_1757.jpg/960px-M%C3%BCnster%2C_Beresa%2C_Mercedes-Benz_C-Klasse_Cabrio_--_2018_--_1757.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<bdi><a href=""https://www.wikidata.org/wiki/Q34788025"" class=""extiw"" title=""d:Q34788025""><span title=""German photographer and mathematician"">Dietmar Rabich</span></a></bdi>","https://commons.wikimedia.org/wiki/File:M%C3%BCnster,_Beresa,_Mercedes-Benz_C-Klasse_Cabrio_--_2018_--_1757.jpg"
Chevrolet,Tahoe,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/42/Milan_Police_Chevrolet_Tahoe_-_Ohio.jpg/960px-Milan_Police_Chevrolet_Tahoe_-_Ohio.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,Raymond Wambsgans,https://commons.wikimedia.org/wiki/File:Milan_Police_Chevrolet_Tahoe_-_Ohio.jpg
Chevrolet,Tahoe Hybrid,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a7/2009_Chevrolet_Tahoe_Hybrid_4x4%2C_front_left%2C_12-01-2022.jpg/960px-2009_Chevrolet_Tahoe_Hybrid_4x4%2C_front_left%2C_12-01-2022.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:MercurySable99"" title=""User:MercurySable99"">MercurySable99</a>","https://commons.wikimedia.org/wiki/File:2009_Chevrolet_Tahoe_Hybrid_4x4,_front_left,_12-01-2022.jpg"
Volkswagen,e-Golf,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a5/Volkswagen_Golf_VIII_GTI_Clubsport_45_IMG_4884.jpg/960px-Volkswagen_Golf_VIII_GTI_Clubsport_45_IMG_4884.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Alexander-93"" title=""User:Alexander-93"">Alexander Migl</a>",https://commons.wikimedia.org/wiki/File:Volkswagen_Golf_VIII_GTI_Clubsport_45_IMG_4884.jpg
Ford,E-Series Van,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0c/Ford_E-Series_Wagon_Venizia.jpg/960px-Ford_E-Series_Wagon_Venizia.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,"<a href=""https://en.wikipedia.org/wiki/User:Bull-Doser"" class=""extiw"" title=""en:User:Bull-Doser"">Bull-Doser</a><br>",https://commons.wikimedia.org/wiki/File:Ford_E-Series_Wagon_Venizia.jpg
Ford,E-Series Wagon,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a0/Ford_E_Series_Wagon.jpg/960px-Ford_E_Series_Wagon.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,"<a href=""https://en.wikipedia.org/wiki/User:Bull-Doser"" class=""extiw"" title=""en:User:Bull-Doser"">Bull-Doser</a>",https://commons.wikimedia.org/wiki/File:Ford_E_Series_Wagon.jpg
Mitsubishi,Eclipse Spyder,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/67/%2703-%2705_Mitsubishi_Eclipse_Spyder_V6.JPG/960px-%2703-%2705_Mitsubishi_Eclipse_Spyder_V6.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,"<a href=""//commons.wikimedia.org/wiki/User:Bull-Doser"" title=""User:Bull-Doser"">Bull-Doser</a>",https://commons.wikimedia.org/wiki/File:%2703-%2705_Mitsubishi_Eclipse_Spyder_V6.JPG
Mercedes-Benz,E55 AMG,https://upload.wikimedia.org/wikipedia/commons/b/b2/Mercedes-Benz_E55_AMG_Main_Street_downtown_Montpelier_VT_May_2018.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Artaxerxes"" title=""User:Artaxerxes"">Artaxerxes</a>",https://commons.wikimedia.org/wiki/File:Mercedes-Benz_E55_AMG_Main_Street_downtown_Montpelier_VT_May_2018.jpg
Ford,Edge,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f5/Ford_Edge_Limited.jpg/960px-Ford_Edge_Limited.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,IFCAR,https://commons.wikimedia.org/wiki/File:Ford_Edge_Limited.jpg
Hyundai,Elantra GT,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/13/Hyundai_Elantra_GT_2017_Hatchback_Back.jpg/960px-Hyundai_Elantra_GT_2017_Hatchback_Back.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:MTSRider18"" title=""User:MTSRider18"">Alistair Fernandez</a>",https://commons.wikimedia.org/wiki/File:Hyundai_Elantra_GT_2017_Hatchback_Back.jpg
Hyundai,Elantra Touring,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bc/2013_Hyundai_Elantra_GT_5_Door_Hatch_%287625582050%29.jpg/960px-2013_Hyundai_Elantra_GT_5_Door_Hatch_%287625582050%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/13907834@N00"">Michael Gil</a> from Calgary, AB, Canada",https://commons.wikimedia.org/wiki/File:2013_Hyundai_Elantra_GT_5_Door_Hatch_(7625582050).jpg
Suzuki,SX4,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cf/Suzuki_SX4_%E2%80%93_Rear.png/960px-Suzuki_SX4_%E2%80%93_Rear.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Raszbeary&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Raszbeary (page does not exist)"">Raszbeary</a>",https://commons.wikimedia.org/wiki/File:Suzuki_SX4_%E2%80%93_Rear.png
GMC,Syclone,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7d/GMC_Syclone_%284821286342%29.jpg/960px-GMC_Syclone_%284821286342%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/21612624@N00"">dave_7</a> from Lethbridge, Canada",https://commons.wikimedia.org/wiki/File:GMC_Syclone_(4821286342).jpg
Cadillac,Eldorado,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a6/Cadillac_Eldorado_Special%2C_Bj._1955%2C_Heck_%282017-07-02_Sp_r%29.JPG/960px-Cadillac_Eldorado_Special%2C_Bj._1955%2C_Heck_%282017-07-02_Sp_r%29.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 2.0 de,"<a href=""//commons.wikimedia.org/wiki/User:Spurzem"" title=""User:Spurzem"">Lothar Spurzem</a>","https://commons.wikimedia.org/wiki/File:Cadillac_Eldorado_Special,_Bj._1955,_Heck_(2017-07-02_Sp_r).JPG"
Subaru,SVX,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/91/1992_Subaru_SVX_coupe_%2818412175610%29.jpg/960px-1992_Subaru_SVX_coupe_%2818412175610%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/126433814@N04"">Jeremy</a> from Sydney, Australia",https://commons.wikimedia.org/wiki/File:1992_Subaru_SVX_coupe_(18412175610).jpg
Toyota,Supra,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/41/Toyota_Supra_1994_Coupe_Pacific_Highway_Chinderah_NSW_P1020175.jpg/960px-Toyota_Supra_1994_Coupe_Pacific_Highway_Chinderah_NSW_P1020175.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,"<a href=""//commons.wikimedia.org/wiki/User:John_Robert_McPherson"" title=""User:John Robert McPherson"">John Robert McPherson</a>",https://commons.wikimedia.org/wiki/File:Toyota_Supra_1994_Coupe_Pacific_Highway_Chinderah_NSW_P1020175.jpg
Ferrari,Superamerica,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f7/2005_Ferrari_575M_Superamerica_convertible_%2826203472796%29.jpg/960px-2005_Ferrari_575M_Superamerica_convertible_%2826203472796%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/126433814@N04"">Jeremy</a> from Sydney, Australia",https://commons.wikimedia.org/wiki/File:2005_Ferrari_575M_Superamerica_convertible_(26203472796).jpg
Bentley,Supersports Convertible ISR,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e9/2012_Bentley_Continental_Supersports_Convertible_ISR_-_02.jpg/960px-2012_Bentley_Continental_Supersports_Convertible_ISR_-_02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Oleg_Yunakov&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Oleg Yunakov (page does not exist)"">Oleg Yunakov</a>",https://commons.wikimedia.org/wiki/File:2012_Bentley_Continental_Supersports_Convertible_ISR_-_02.jpg
Honda,Element,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fd/2008_Honda_Element_EX%2C_front_left%2C_07-25-2026.jpg/960px-2008_Honda_Element_EX%2C_front_left%2C_07-25-2026.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:2001FordRangerXLT&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:2001FordRangerXLT (page does not exist)"">2001FordRangerXLT</a>","https://commons.wikimedia.org/wiki/File:2008_Honda_Element_EX,_front_left,_07-25-2026.jpg"
Lotus,Elise,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e1/Lotus_Elise_Roadster_DSCF2006.jpg/960px-Lotus_Elise_Roadster_DSCF2006.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Handelsgeselschaft&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Handelsgeselschaft (page does not exist)"">Handelsgeselschaft</a>",https://commons.wikimedia.org/wiki/File:Lotus_Elise_Roadster_DSCF2006.jpg
Buick,Encore,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8d/Buick_Encore_II_006.jpg/960px-Buick_Encore_II_006.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Jengtingchen"" title=""User:Jengtingchen"">Jengtingchen</a>",https://commons.wikimedia.org/wiki/File:Buick_Encore_II_006.jpg
Buick,Enclave,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/af/Buick_Enclave_Back_P4250801.jpg/960px-Buick_Enclave_Back_P4250801.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Alexander-93"" title=""User:Alexander-93"">Alexander Migl</a>",https://commons.wikimedia.org/wiki/File:Buick_Enclave_Back_P4250801.jpg
Mitsubishi,Endeavor,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/00/Mitsubishi_Endeavor_D81W_Limited_Kalapana_Black_01.jpg/960px-Mitsubishi_Endeavor_D81W_Limited_Kalapana_Black_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Ethan_Llamas&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Ethan Llamas (page does not exist)"">Ethan Llamas</a>",https://commons.wikimedia.org/wiki/File:Mitsubishi_Endeavor_D81W_Limited_Kalapana_Black_01.jpg
Plymouth,Sundance,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fd/1992_Plymouth_Sundance_America_3dr%2C_front_left.jpg/960px-1992_Plymouth_Sundance_America_3dr%2C_front_left.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Mr.choppers"" title=""User:Mr.choppers"">Mr.choppers</a>","https://commons.wikimedia.org/wiki/File:1992_Plymouth_Sundance_America_3dr,_front_left.jpg"
Buick,Envision,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/61/Buick_Envision_S_IMG003.jpg/960px-Buick_Envision_S_IMG003.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Zotyefan&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Zotyefan (page does not exist)"">Zotyefan</a>",https://commons.wikimedia.org/wiki/File:Buick_Envision_S_IMG003.jpg
Chevrolet,Suburban,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/42/Chevrolet_Suburban_LT_GMT900.jpg/960px-Chevrolet_Suburban_LT_GMT900.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,"<a href=""//commons.wikimedia.org/wiki/User:IFCAR"" title=""User:IFCAR"">IFCAR</a>",https://commons.wikimedia.org/wiki/File:Chevrolet_Suburban_LT_GMT900.jpg
Cadillac,STS,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9a/Cadillac_SLS_01_China_2012-04-29.JPG/960px-Cadillac_SLS_01_China_2012-04-29.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Navigator84"" title=""User:Navigator84"">Navigator84</a>",https://commons.wikimedia.org/wiki/File:Cadillac_SLS_01_China_2012-04-29.JPG
Ferrari,Enzo,https://upload.wikimedia.org/wikipedia/commons/8/88/1961_Ferrari_250_GTE_1287GT_Enzo.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Public domain,Unknown photographer,https://commons.wikimedia.org/wiki/File:1961_Ferrari_250_GTE_1287GT_Enzo.jpg
Dodge,Stratus,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c9/01-03_Dodge_Stratus_sedan_2.jpg/960px-01-03_Dodge_Stratus_sedan_2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,IFCAR,https://commons.wikimedia.org/wiki/File:01-03_Dodge_Stratus_sedan_2.jpg
Cadillac,STS-V,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1c/07_STS_V.jpg/960px-07_STS_V.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,Leonard R Williams,https://commons.wikimedia.org/wiki/File:07_STS_V.jpg
Dodge,Stealth,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c9/Dodge_Stealth_Z11A_RT_Bright_Blue_Metallic_01.jpg/960px-Dodge_Stealth_Z11A_RT_Bright_Blue_Metallic_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Ethan_Llamas&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Ethan Llamas (page does not exist)"">Ethan Llamas</a>",https://commons.wikimedia.org/wiki/File:Dodge_Stealth_Z11A_RT_Bright_Blue_Metallic_01.jpg
Chevrolet,Equinox,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/26/Chevrolet_Equinox_%28third_generation%29_1X7A6226.jpg/960px-Chevrolet_Equinox_%28third_generation%29_1X7A6226.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Alexander-93"" title=""User:Alexander-93"">Alexander Migl</a>",https://commons.wikimedia.org/wiki/File:Chevrolet_Equinox_(third_generation)_1X7A6226.jpg
Chevrolet,SSR,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c5/2004_Chevrolet_SSR%2C_rear_left%2C_07-02-2023.jpg/960px-2004_Chevrolet_SSR%2C_rear_left%2C_07-02-2023.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:MercurySable99"" title=""User:MercurySable99"">MercurySable99</a>","https://commons.wikimedia.org/wiki/File:2004_Chevrolet_SSR,_rear_left,_07-02-2023.jpg"
Cadillac,SRX,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0d/Cadillac_SRX_II_Facelift_Shishi_01_2022-03-10.jpg/960px-Cadillac_SRX_II_Facelift_Shishi_01_2022-03-10.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:JamesYoung8167"" class=""mw-redirect"" title=""User:JamesYoung8167"">JamesYoung8167</a>",https://commons.wikimedia.org/wiki/File:Cadillac_SRX_II_Facelift_Shishi_01_2022-03-10.jpg
Chevrolet,SS,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/36/Chevrolet_Monte_Carlo_1970_P6170033.jpg/960px-Chevrolet_Monte_Carlo_1970_P6170033.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Ermell"" title=""User:Ermell"">Ermell</a>",https://commons.wikimedia.org/wiki/File:Chevrolet_Monte_Carlo_1970_P6170033.jpg
Lexus,ES 350,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/27/2022_Lexus_ES_350_%28GSZ10%29_1X7A0296.jpg/960px-2022_Lexus_ES_350_%28GSZ10%29_1X7A0296.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Alexander-93"" title=""User:Alexander-93"">Alexander Migl</a>",https://commons.wikimedia.org/wiki/File:2022_Lexus_ES_350_(GSZ10)_1X7A0296.jpg
Cadillac,Escalade ESV,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3d/Cadillac_Escalade_ESV_%28GMTK2XX%29_1X7A1581.jpg/960px-Cadillac_Escalade_ESV_%28GMTK2XX%29_1X7A1581.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Alexander-93"" title=""User:Alexander-93"">Alexander-93</a>",https://commons.wikimedia.org/wiki/File:Cadillac_Escalade_ESV_(GMTK2XX)_1X7A1581.jpg
Lexus,ES 300,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/29/2003_Lexus_ES_300_%28MCV30R%29_sedan_%282010-06-10%29.jpg/960px-2003_Lexus_ES_300_%28MCV30R%29_sedan_%282010-06-10%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,"<a href=""//commons.wikimedia.org/wiki/User:OSX"" title=""User:OSX"">OSX</a>",https://commons.wikimedia.org/wiki/File:2003_Lexus_ES_300_(MCV30R)_sedan_(2010-06-10).jpg
Lexus,ES 330,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/37/00_Lexus_ES_330_%28MCV31%29_1.jpg/960px-00_Lexus_ES_330_%28MCV31%29_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Benespit"" title=""User:Benespit"">Benespit</a>",https://commons.wikimedia.org/wiki/File:00_Lexus_ES_330_(MCV31)_1.jpg
Hyundai,Equus,https://upload.wikimedia.org/wikipedia/commons/d/da/Hyundai_new_equus%28KDM%29_%285%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Public domain,"問題無い  <a href=""https://en.wikipedia.org/wiki/user:Cherry_Blossom_OK"" class=""extiw"" title=""en:user:Cherry Blossom OK"">en:user:Cherry Blossom OK</a>",https://commons.wikimedia.org/wiki/File:Hyundai_new_equus(KDM)_(5).jpg
Lexus,ES 250,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/63/LEXUS_ES_250%28ES_260%29_%28XZ10%29_China_%286%29.jpg/960px-LEXUS_ES_250%28ES_260%29_%28XZ10%29_China_%286%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Dinkun_Chen"" title=""User:Dinkun Chen"">Dinkun Chen</a>",https://commons.wikimedia.org/wiki/File:LEXUS_ES_250(ES_260)_(XZ10)_China_(6).jpg
Lexus,ES 300h,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2b/2022_Lexus_ES_350_%28GSZ10%29_1X7A5794.jpg/960px-2022_Lexus_ES_350_%28GSZ10%29_1X7A5794.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Alexander-93"" title=""User:Alexander-93"">Alexander Migl</a>",https://commons.wikimedia.org/wiki/File:2022_Lexus_ES_350_(GSZ10)_1X7A5794.jpg
Cadillac,Escalade EXT,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/20/Cadillac_Escalade_EXT_GMT900.JPG/960px-Cadillac_Escalade_EXT_GMT900.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,"<a href=""//commons.wikimedia.org/wiki/User:Bull-Doser"" title=""User:Bull-Doser"">Bull-Doser</a>",https://commons.wikimedia.org/wiki/File:Cadillac_Escalade_EXT_GMT900.JPG
Cadillac,Escalade,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a4/Cadillac_Escalade_%28GMTT1XX%29_IMG_0799.jpg/960px-Cadillac_Escalade_%28GMTT1XX%29_IMG_0799.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Alexander-93"" title=""User:Alexander-93"">Alexander-93</a>",https://commons.wikimedia.org/wiki/File:Cadillac_Escalade_(GMTT1XX)_IMG_0799.jpg
Cadillac,Escalade Hybrid,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0b/Cadillac_Escalade_Hybrid_Front_View.jpg/960px-Cadillac_Escalade_Hybrid_Front_View.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Ominae"" title=""User:Ominae"">Ominae</a>",https://commons.wikimedia.org/wiki/File:Cadillac_Escalade_Hybrid_Front_View.jpg
Ford,Escape,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/86/Ford_Escape_%28fourth_generation%29_1X7A6227.jpg/960px-Ford_Escape_%28fourth_generation%29_1X7A6227.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Alexander-93"" title=""User:Alexander-93"">Alexander Migl</a>",https://commons.wikimedia.org/wiki/File:Ford_Escape_(fourth_generation)_1X7A6227.jpg
Ford,Escape Hybrid,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b1/2020_Ford_Escape_Hybrid_front_NYIAS_2019.jpg/960px-2020_Ford_Escape_Hybrid_front_NYIAS_2019.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Kevauto"" title=""User:Kevauto"">Kevauto</a>",https://commons.wikimedia.org/wiki/File:2020_Ford_Escape_Hybrid_front_NYIAS_2019.jpg
Lotus,Esprit,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/80/198x_Lotus_Esprit_%28S3%29_2-door_coup%C3%A9_%2801%29_%2833786394745%29.jpg/960px-198x_Lotus_Esprit_%28S3%29_2-door_coup%C3%A9_%2801%29_%2833786394745%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/60373961@N04"">Manoj Prasad</a> from Kuala Lumpur, Malaysia",https://commons.wikimedia.org/wiki/File:198x_Lotus_Esprit_(S3)_2-door_coup%C3%A9_(01)_(33786394745).jpg
Audi,SQ5,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/69/Audi_SQ5_Sportback_01X7A1612.jpg/960px-Audi_SQ5_Sportback_01X7A1612.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Alexander-93"" title=""User:Alexander-93"">Alexander-93</a>",https://commons.wikimedia.org/wiki/File:Audi_SQ5_Sportback_01X7A1612.jpg
Dodge,SRT Viper,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ae/1994_Dodge_Viper.jpg/960px-1994_Dodge_Viper.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:ArildV"" title=""User:ArildV"">ArildV</a>",https://commons.wikimedia.org/wiki/File:1994_Dodge_Viper.jpg
