make,model,year,price,mileage,fuel_type,transmission,body_type,description,image_url,vehicle_id
Toyota,Corolla Xli,2014,2585000,102134,Petrol,Manual,,toyota xli gli vip drive normal touchup,https://images.olx.com.pk/thumbnails/400859560-800x600.jpeg,kaggle_12926
Faw,X-Pv,2017,900000,183000,Petrol,Manual,,"Faw xpv 2017 model silver colour,
full genuine vehicle inner outer totally original and genuine,
family used car 8 seater,
vip chilled dual AC front and back cool AC,
genuine engine vip condition water droping engine not any single fault
suspension 100% ok,
75% tyre with stapny,
Lahore number registration,
biometric available,
2nd owner car,
good for rent service,pick and drop and for family,
feel free to contact just on whatsapp O3O4--¹⁷⁸¹⁶⁹⁷",https://images.olx.com.pk/thumbnails/329634683-800x600.jpeg,kaggle_12927
Honda,City Vario,2005,1475000,100000,Petrol,Automatic,,"City 2005 vario
first time new bhatti showered fresh
inside 100% original
suspension 100
engine 100
documents clear
cplc clear
no work required just buy and drive
new ribbon polish will be done before delivery of car
3rd owner
Gulshan paradise bakery
03*12*",https://images.olx.com.pk/thumbnails/413889471-800x600.jpeg,kaggle_12928
Toyota,Corolla Gli,2011,2375000,172000,Petrol,Manual,,Toyota Corolla Gli Model 2011,https://images.olx.com.pk/thumbnails/414439402-800x600.jpeg,kaggle_12929
Honda,City Ivtec,2018,3200000,110000,Petrol,Manual,,"Totally genuine
Lahore number",https://images.olx.com.pk/thumbnails/414078759-800x600.jpeg,kaggle_12930
Hyundai,Santro,2006,995000,91900,Petrol,Manual,,"car is in almost geniune condition 
minor touch up on doors except total geniune geniune millage almost new tyres engine suspension 100% no work require derive like new car the car is on my name geniune docs available
car can be seen in kamalia city",https://images.olx.com.pk/thumbnails/412404318-800x600.jpeg,kaggle_12931
Suzuki,Bolan,2010,850000,21600,Cng,Manual,,"Engine gear hissa ok
new tyre install
mechanical ok
cng petrol boot working
color touching ke sath apna bhi color hai 
register 2011
amart card aur bio available",https://images.olx.com.pk/thumbnails/412656792-800x600.jpeg,kaggle_12932
Honda,Civic Vti,2016,4130000,99000,Petrol,Automatic,,honda civic hardtop 2016 model just buy nd drive withoit sunroof,https://images.olx.com.pk/thumbnails/403557495-800x600.jpeg,kaggle_12933
Toyota,Altis Grande,2017,4850000,92000,Petrol,Automatic,,The home used car well maintained in excellent condition . plz avoid foolish offer kindly only serious buyers contact by call or WhatsApp.,https://images.olx.com.pk/thumbnails/411940087-800x600.jpeg,kaggle_12934
Honda,City Ivtec,2018,3270000,116336,Petrol,Manual,,"Agents stay away from this ads please. 

For Sale: Honda City 2018 Model (I-VTECH)
- First owner
- Purchased as zero meter
- Well-maintained and in excellent condition

Interested buyers, please contact. 


فروخت کے لئے: ہونڈا سٹی 2018 ماڈل (آئی-ویٹیک)
- پہلا مالک
- صفر میٹر پر خریدا ہوا
- اچھی حالت میں اور بہترین رکھا ہوا

دلچسپی رکھنے والے خریدار رابطہ کریں",https://images.olx.com.pk/thumbnails/405876609-800x600.jpeg,kaggle_12935
Honda,Civic Oriel,2017,4950000,95000,Petrol,Automatic,,"Total Genuine Even Bumper is also Genuine
100% Engine & Suspension 
2xkeys 
authorised Dealership Maintained 
New Tyres Installed 
Token Tax Upto Date",https://images.olx.com.pk/thumbnails/414584128-800x600.jpeg,kaggle_12936
Daihatsu,Terios Kid,2009,1975000,41000,Petrol,Automatic,,"Daihatsu terios kit model 2009 import 2013 register 2013 Lahore number orginal book and original file original condition first hand Apna name 
See in DHA phase 3",https://images.olx.com.pk/thumbnails/412611717-800x600.jpeg,kaggle_12937
Daihatsu,Mira,2006,1400000,102000,Petrol,Manual,,"Daihatsu Mira for sale, ",https://images.olx.com.pk/thumbnails/388632587-800x600.jpeg,kaggle_12938
Suzuki,Mehran Vxr,2010,670000,100000,Petrol,Manual,,Mehran VXR for sale In good condition,https://images.olx.com.pk/thumbnails/414804948-800x600.jpeg,kaggle_12939
Toyota,Corolla Gli,2017,3795000,58786,Petrol,Automatic,,Toyota Corolla GLi 1.3             ( Atuo )      Colar : white  Model : 2017 new shep       Original face lift         59000 : KM    Body  % original  C  locution : Gulistan E johr block 3 hill Roud Karachi,https://images.olx.com.pk/thumbnails/414533882-800x600.jpeg,kaggle_12940
Suzuki,Wagon R,2014,1950000,130000,Petrol,Manual,,"only 02 piece outer touching at my own name life time token paid best and in immaculate condition still very smooth in drive and best in condition simply its in brand new condition only used in isb roads serious buyer needed

for further contact @ 03:32:50:24:38:6",https://images.olx.com.pk/thumbnails/411231205-800x600.jpeg,kaggle_12941
Toyota,Yaris,2020,3575000,40000,Petrol,Manual,,"Full urgent sale cash required 
Islamabad number
Minor touch up 
Inner 100% genuine 
Condition like new 
Token up-to date  
Kept with extreme care 
No work required 
Comfortable and smooth car
Final price urgent cash needed",https://images.olx.com.pk/thumbnails/410664158-800x600.jpeg,kaggle_12942
Changan,Alsvin,2022,4510000,11000,Petrol,Automatic,,"Excellent condition, very less used by PAF officer, Available in E-9",https://images.olx.com.pk/thumbnails/405476689-800x600.jpeg,kaggle_12943
Suzuki,Bolan,2004,450000,17591,Petrol,Manual,,Under sy poori original hai bahar sy 1 dafa shower hai 1st owner hai engine main km ki awaz hai minor si iske ilawa every documents and Cplc clear tax 2023 july paid baki interested people ake deikh lein 0319_3/3/4/2/5/7/2,https://images.olx.com.pk/thumbnails/410715378-800x600.jpeg,kaggle_12944
Suzuki,Wagon R,2017,1975000,125000,Petrol,Manual,,Wagon R VXL 2017 Model One hand Use For Sale.,https://images.olx.com.pk/thumbnails/414246479-800x600.jpeg,kaggle_12945
Suzuki,Cultus Vxr,2013,1400000,88000,Petrol,Manual,,"Suzuki Cultus Euroll EFI Engine in good Condition own powerful engine 100℅ seal by seal well maintained home used car tyres inbgood condition LCD and back camera also installed CPCL Tax complete documents everything is clear Alhumduillah. All documents clear on my name and smart card and updated new numbrr plates. Just buy and drive. 

0/3/0/0/5/8/1/9/7/9/7

JAZAKALLAH",https://images.olx.com.pk/thumbnails/409902762-800x600.jpeg,kaggle_12946
Suzuki,Mehran Vxr,2011,550000,65321,Petrol,Manual,,"Suzuki Mehran VXR 2011  Model 

*Demand : Rs550,000
Location 
Kashmir Colony No 1, Gujranwala

*FUNCTIONS __ . 
1 Suzuki Mehran VXR
2.2011
MANUAL 
REGISTRATION CITY Gujranwala
miner teching 1.2. pice just fresh looking just buy and Drive all paper original token tax clear
My Own Name 
1. Dealer Hazrat And Time Waster Stay Away. 
*JazakAllah Khair. 
Only Serious Buyers Contact __
More information contact on this number(0/3/0/0/6/4/2/0/9/7/6)",https://images.olx.com.pk/thumbnails/414185014-800x600.jpeg,kaggle_12947
Hyundai,Santro,2006,798000,123521,Petrol,Manual,,my car file book genien bio matric available inner totally genien outer good looking neat shower  50 percent o3oo. 3/6/1/7/7/9/1,https://images.olx.com.pk/thumbnails/413334803-800x600.jpeg,kaggle_12948
Honda,Civic Prosmetic,2011,2075000,115000,Petrol,Automatic,,"Honda civic VTi Prosmatec 1.8 i-VTEC
Model 2011 
3rd Owner car 
115,000 Km Genuine Driven  
Stock Oriel Alloy Rims 
Multimedia Android Screen 
Neat and Clean home used car 
Engine, Suspension, AC 100% 
Token Tax paid till December 2023
Only minor 2 pieces touchup
In Whole Genuine condition. 
Non accidental guaranteed. 
Location DHA",https://images.olx.com.pk/thumbnails/409713966-800x600.jpeg,kaggle_12949
Daihatsu,Hijet,2019,1475000,80000,Petrol,Automatic,,Original cars selling,https://images.olx.com.pk/thumbnails/411978709-800x600.jpeg,kaggle_12950
Daihatsu,Cuore,2000,650000,15000,Petrol,Manual,,engine okay suspense okay lifetime token aly rim documents clear rapta  kar sakta hai inshallah aur bhi kami paeshi  ho jayegi  ,https://images.olx.com.pk/thumbnails/411274437-800x600.jpeg,kaggle_12951
Daihatsu,Cuore,2008,980000,215792,Petrol,Manual,,"Ally rim, Good condition, boody pe  kuch scratchies hn engine 95 % ok hai ,All genuine hai ( No Shawar ) Totel genuine ghar k istimal mein hai",https://images.olx.com.pk/thumbnails/403447656-800x600.jpeg,kaggle_12952
Daihatsu,Mira,2012,2200000,79000,Petrol,Automatic,,"mira 2012/2015
you can see in punjab university",https://images.olx.com.pk/thumbnails/414784811-800x600.jpeg,kaggle_12953
Suzuki,Alto,2022,2400000,29000,Petrol,Manual,,"Like  New zero meter Car Scratchless
Bumper To Bumber Original 
Alto vxr manual 
beautiful seat cover and floor matting
New tyre 165/70/13 installed 
lcd with camera installed
japanai Aloy rims installed
japani speaker in back door
December 2021 purchased
Body kit installed block paper with permit 
December 2021 Registered punjab on my name Mailge 27000 location lahore thokar 
24 average on long
20 to 21 in city
Demand 2380
WhatsApp @ ",https://images.olx.com.pk/thumbnails/406607698-800x600.jpeg,kaggle_12954
Suzuki,Every,2013,2150000,109000,Petrol,Automatic,,total genuine leather seat bumper to bumper,https://images.olx.com.pk/thumbnails/410956318-800x600.jpeg,kaggle_12955
Suzuki,Cultus Vxr,2006,749000,74000,Cng,Manual,,"O3lO 2l324O5
suzuki Cultus vxr  oraginal condition in and out 1,2 price touch up. 
No accidentel no policat. 
 Ac cng petrol both working. 
Own 100%powerfull Engine . 
suspension and Excl 100%. 
4 tyers New . 
Lcd and back camera. 
No Rusted no any work required. 
All documents oraginal and complecte. 
tax pad june 2024. 
No flosh offer. 
come with mechanic and token mony. 
save the time plz 
moqe pr 4,5hazar ki kami ho jaye gi . 

O3lO 2l324O5

O3lO 2l324O5",https://images.olx.com.pk/thumbnails/405649489-800x600.jpeg,kaggle_12956
Suzuki,Cultus Vxr,2005,735000,1000,Petrol,Manual,,"no work required, just take and drive. 
only serious buyer contact, no chaska party. 
dealer hazrat se maazrat. price is little negotiable",https://images.olx.com.pk/thumbnails/414688052-800x600.jpeg,kaggle_12957
Daihatsu,Hijet,2011,1325000,117000,Petrol,Automatic,,I'm selling hijet model 2011 register 2016 original condition 2nd ownerd all documents clear call more information,https://images.olx.com.pk/thumbnails/413309601-800x600.jpeg,kaggle_12958
Toyota,Corolla Gli,2018,4100000,140000,Petrol,Manual,,GLi special edition 2018 for sale,https://images.olx.com.pk/thumbnails/413084220-800x600.jpeg,kaggle_12959
Suzuki,Wagon R,2021,3600000,21000,Petrol,Automatic,,Fresh import. Excellent condition. Front camers. Lane assist. Radar. Back camera installed. Parking sensors. Neat and clean car. Great millage. Just buy and drive,https://images.olx.com.pk/thumbnails/412165374-800x600.jpeg,kaggle_12960
Suzuki,Alto,2005,795000,70000,Petrol,Manual,,gari undr sy totaly geniune ha bhr sy shwr ha gari m khe b portein n ha enginue sub ok ha gari m koi kam hony wala n hai,https://images.olx.com.pk/thumbnails/414324744-800x600.jpeg,kaggle_12961
Suzuki,Cultus Vxr,2003,795000,200000,Petrol,Manual,,"CLEANEST CONDITION 
SIDES SHOWER
ROOF , PILLER GENUINE 
CHILLED AC
BRAND NEW TYRES
ALLOY RIMS
REAR CAMERA, ANDROID PANEL INSTALLED
AUTO LOCK 
NEW POSHISH 
NEW SPEAKERS 

NOT FOR DEALER BROTHERS. 
THANKS",https://images.olx.com.pk/thumbnails/414314439-800x600.jpeg,kaggle_12962
Honda,City Ivtec,2018,3700000,65000,Petrol,Manual,,"HONDA CITY 2018 December 
AS GOOD AS BRAND NEW HONDA CITY 
*1ST Onwer Car
*Registered By Islamabed
*Body Wise Perfect Condition  
*Just Bumper Touch For Fresh Look
*Outside/Inside Complete Orignal
*Engine Performance Perfect
*Suspention Perfect
*Ac Chill 100% Perfect 
*Tyres In Good Condition 
*Smooth drive & smooth gear 
*Excellent Average
*All Document Clear And Orignal Available
*Bio-Matric/Smart Card Available
*Token Tax Updated
*Neat And Clean Car Home Used Car
*Non Acidental Car
* All Features and Functions are Working Properly
*No work Required Just Buy and Drive
Only Genuine Buyers Call
no middle agent involved. 
*Urgent Sell Required 
*Demand 39 lahk 
*Price is Slightly little bit Negotiable
Contact; 0/3/2/1/5/8/5/9/2/4/6yj",https://images.olx.com.pk/thumbnails/405505791-800x600.jpeg,kaggle_12963
Hyundai,Santro,2007,925000,97000,Petrol,Manual,,"sides shower 2007 model 
 alloy wheel
good condition tyre 
faisalabad number
roof diggi bonut jeniun
reasonable price",https://images.olx.com.pk/thumbnails/409192607-800x600.jpeg,kaggle_12964
Toyota,Corolla Gli,2014,3170000,110000,Cng,Manual,,good condition sliver color cng petrol both,https://images.olx.com.pk/thumbnails/413500248-800x600.jpeg,kaggle_12965
Daihatsu,Mira,2018,1950000,128700,Petrol,Automatic,,"Selling my _ :Daihatsu Mira 2018 Model 
Demand _ 1,950,000
2 Door
LOCATION. . . . . Lahore Bahria Town sector C office 
* FUNCTIONS . . . . . . 
*Ac Working 
*All documents clear 
*Almost genuine 
* Registered ,Lahore 
*Smooth drive
*No mechanical work
*Original Condition
Fog lights
lamination sheets
Android LCD
Back Camera
Honda city big seats
led head lights
* ",https://images.olx.com.pk/thumbnails/411576242-800x600.jpeg,kaggle_12966
Suzuki,Ravi,2015,500000,12345,Petrol,Manual,,"Suzuki Pickup Ravi 2015
full original condition
1st owner
text pad 2023
behtreen engine
cplc clear 
condition pic me hai
gari me kam nhi sirf dant pant ke need hai. 
5 lakh se kam waly rabta na Karyn urgent sell karna hai. .",https://images.olx.com.pk/thumbnails/411150305-800x600.jpeg,kaggle_12967
Daihatsu,Mira,2013,1250000,95000,Petrol,Manual,,"2 seater Mira in good condition,  air bags never opened( guarantee ha is ki) + original from inside. 21 average.",https://images.olx.com.pk/thumbnails/379045006-800x600.jpeg,kaggle_12968
Toyota,Yaris,2023,4800000,2950,Petrol,Automatic,,"Bumper to Bumper Original Scratchless Car for Sale
Toyota Yaris GLi Automatic CVT Car
Just as Brand new Car",https://images.olx.com.pk/thumbnails/412727194-800x600.jpeg,kaggle_12969
Honda,Civic Prosmetic,2011,2400000,93000,Petrol,Automatic,,"SELLING HONDA CIVIC REBORN MODIFIED IN GOOD CONDITION SIDES SHOWER FOR FRESH LOOK CHAT PILLER GENUINE 100% NON ACCIDENTAL MODIFIED HEAD LIGHTS INSTALLED BACK SPOILER LIP INSTALLED ALLOY RIMS WITH YOKOHAMA TYRES TYPE R INTERIOR FULLY BLACKED EPS MULTI MEDIA STEERING WITH PADDLE SHIFTERS ANDROID PANEL INSTALLED WITH CLIMATE CONTROL AC BUTTONS AUTOMATIC WITHOUT SUNROOF JUST BUY AND DRIVE LOW MILEAGE 93K DRIVEN ONLY NO WORK REQUIRED ENGINE SUSPENSION 100% PRICE LITTLE BIT NEGOTIABLE 
CONTACT NO. 03/15/44/13/115",https://images.olx.com.pk/thumbnails/390633721-800x600.jpeg,kaggle_12970
Toyota,Yaris,2020,4150000,80000,Petrol,Automatic,,"Beautiful family drive 
All original inside out
Original documents 
Own name
Token up to date
Rare driven car mostly parked
Hassel free drive for your family
Nor a single penny work required
New tires
Extra floor matting
Seat covers
Auto trunk
Trunk mat new
Each and every gadget working. 
Original plates not used and available 
2nd owner. 
Best time to call after 12pm.",https://images.olx.com.pk/thumbnails/412841223-800x600.jpeg,kaggle_12971
Daihatsu,Mira,2014,2200000,86000,Petrol,Automatic,,"Mira 2014 and registered 2017 LSA 
second owner car 
just one door color rest full car is original 
all sensors working 
no work required in car 
one door and bumper pe sratches hain baki clean body hai 
interior neat and clean 
own engine 
brokers hazrat rabta na karen 
little negotiate (not in lacs ) 
transfer mandotry 
complete documents and auction sheet availble

thanks",https://images.olx.com.pk/thumbnails/415278930-800x600.jpeg,kaggle_12972
Suzuki,Swift,2011,1550000,115500,Petrol,Manual,,"I want to sell car urgently. The book is duplicate remaining all documents are original, car is my own name, smart card available.",https://images.olx.com.pk/thumbnails/410309989-800x600.jpeg,kaggle_12973
Daihatsu,Hijet,2018,1650000,107000,Petrol,Manual,,6 seater easy n comfortable car,https://images.olx.com.pk/thumbnails/412881215-800x600.jpeg,kaggle_12974
Suzuki,Wagon R,2019,2550000,50000,Petrol,Manual,,"*Suzuki Wagon R VXL
*Model 2019
*Second Owner Own Name
*Low Mileage 50000 KM
*Home use Neat & Clean Car
*Inner Outer Total  Geniune
*New Tyers, Chilled Ac
*Engine 100%
*suspension 100%
*Mechanical 100%
*Totally Maintained 100%
*All Original  Documents Clear 
*Not a single Work Required 
*Non Accidental 
*Just Buy & Drive
*Demand 26,20,000
Prize Little bit negotiable 
''CALL FOR FURTHER DETAILS'
       Call & Whatsapp
        0345/6668/485",https://images.olx.com.pk/thumbnails/402192809-800x600.jpeg,kaggle_12975
Daihatsu,Mira,2011,1980000,78000,Petrol,Automatic,,I am selling my car Daihatsu mira. Total genuine. dealer stay away. please check then decision.,https://images.olx.com.pk/thumbnails/414071701-800x600.jpeg,kaggle_12976
Toyota,Yaris,2022,4400000,23000,Petrol,Automatic,,"yaris full genuine
no paint no touch
only selling cuz car was booked now i have to the payment
on my own name",https://images.olx.com.pk/thumbnails/413661306-800x600.jpeg,kaggle_12977
Suzuki,Bolan,2018,1250000,61000,Petrol,Manual,,"Suzuki bolan (2018) lush condition 
with Orginal condition
few sides are touched 
No major Accident 
sirf lany ky bd 
engine oil change karway or tunning karway or mazy kary
Just buy and drive 
whatsapp nmbr 
",https://images.olx.com.pk/thumbnails/413752776-800x600.jpeg,kaggle_12978
Suzuki,Mehran Vxr,2009,940000,55000,Petrol,Manual,,Mahran 2008/9 Islamabad No zerooo touching Ac working Allyrim tayer new system installed new posting,https://images.olx.com.pk/thumbnails/414285723-800x600.jpeg,kaggle_12979
Daihatsu,Mira,2014,2280000,125000,Petrol,Automatic,,"Daihatsu Mira ES
2014 Model & 2017 Registered
Pearl Black Color
4 Grade Auction Sheet
Import Mileage: 35,000km
Current Mileage: 125,000km
Minor Side Touch-up
Excellent Condition & Drive
Demand 2,280,000/-",https://images.olx.com.pk/thumbnails/412087364-800x600.jpeg,kaggle_12980
Daihatsu,Move,2007,1750000,93699,Petrol,Automatic,,………………………………………………….,https://images.olx.com.pk/thumbnails/412065847-800x600.jpeg,kaggle_12981
Mitsubishi,Pajero Mini,2007,950000,123456,Petrol,Manual,,"mini Pajero 660cc 95 model 2007 import
inner totally genion
outer chat pillor genion side shower for fresh look
no poteen no zang
original file smart card biometric
lifetime token paid
no work required,just buy and drive
0/33/4/9.5. 6.5,3*1,9",https://images.olx.com.pk/thumbnails/414414538-800x600.jpeg,kaggle_12982
Suzuki,Every,2019,2080000,145000,Petrol,Manual,,"اسلام وعلیکم!
I'm selling. . . . 
Suzuki every nissan mono manual PC,
Left side fender or Bonet touch, model 15/19
location faroozpur road Lahore . 
Rs 2080,000 Demand. . 
Nissan clipper variant of Suzuki Every. 
Abdul shakoor/
",https://images.olx.com.pk/thumbnails/411367826-800x600.jpeg,kaggle_12983
Honda,Civic Oriel,2017,4800000,95000,Petrol,Automatic,,"2 door shower
condition 10/8
full option car",https://images.olx.com.pk/thumbnails/412098438-800x600.jpeg,kaggle_12984
Toyota,Passo,2015,2950000,49000,Petrol,Automatic,,"passo 2015/18 lahore redg 1fender sprey just 
Engine 100% susspension100% All docoments clear
just buy and drive only serious buyer contact urgent sale chaska party stay away",https://images.olx.com.pk/thumbnails/415007429-800x600.jpeg,kaggle_12985
Suzuki,Alto,2006,650000,60000,Cng,Manual,,"CNG & PETROL
Available At Sunday Only
Chat Only",https://images.olx.com.pk/thumbnails/405985198-800x600.jpeg,kaggle_12986
Toyota,Corolla Gli,2011,2700000,140000,Petrol,Automatic,,"Toyota Corolla Gli 1.6 AT 
Model 2011 
Km ",https://images.olx.com.pk/thumbnails/414427548-800x600.jpeg,kaggle_12987
Suzuki,Every,2008,1350000,170000,Petrol,Automatic,,Now Work Required Just Buy Drive All Documents And Tex Is Up Todate Please Take Macanic for Visit,https://images.olx.com.pk/thumbnails/412419736-800x600.jpeg,kaggle_12988
Daihatsu,Mira,2019,3550000,30000,Petrol,Automatic,,"*Daihatsu Mira ES*  XSA 660 CC

 *Model 2019* 

Registered. 2022
Auction Grade 4
Bumper to Bumper Genuine 
*Pearl White Colour* NEW SHAPE

 **XSA III Package* 

*Very *Low Mileage 30,000 kms* only

Fuel Average Above 22+ kms per litre 
Alloy Rims , New tyres Installed 
*Key Start, 
Immobiliser Key,
Radar, Traction Control, 
Eco idle System,
Digital Meter, 
Bumper parking sensors, 
Auto Breaking assist 
Auto Head Lights, Headlight Adjuster,
Rear Spoiler, Door Viser,
Tinted Glasses,
Original Mats and many more",https://images.olx.com.pk/thumbnails/399541254-800x600.jpeg,kaggle_12989
Toyota,Corolla Gli,2011,2575000,130000,Petrol,Manual,,"Gli 2011 model 
Android panel 
Alloy Rims",https://images.olx.com.pk/thumbnails/414791938-800x600.jpeg,kaggle_12990
Honda,City Ivtec,2017,3650000,82000,Petrol,Manual,,"Dear, please read the ad carefully. 
""MY CAR IS AS GOOD AS NEW, ACTUALLY SHOWROOM CONDITION CAR""
BUMPER TO BUMBER GENUINE IN ALL SPECIFICATIONS
""SCRATCHLESS"" VEHICLE
I am the first owner, drove it from showroom myself. 
Absolutely no paint, Absolutely no shower, no piece touched
bring your DENTER, MECHANIC, PAINTER whoever to check the car. 
No visit to mechanic for any kind of repair ever. 
always parked in Shade. Banker's car. 
It has all accessories of ASPIRE 1.3. like high value alloyrim, 11 inch android system, imported fog lamps. Floor matting with costly leatherite. 
special leather seatcovers which are neat and clean. Seats under these leather covers are also brand new. (leather covers were installed within a week of purchase)
Single handed driven. 
Engine prestine 100%, stepny never used. Transmission, under carriage, boots, linkages, etc etc in 100% neat clean and problem free condition. 
all documents complete. smart card in my own name. Professionally maintained.",https://images.olx.com.pk/thumbnails/414359241-800x600.jpeg,kaggle_12991
Honda,City Aspire,2013,2725000,156000,Petrol,Manual,,"Honda City white colour
personal use
near and clean
all paper original

",https://images.olx.com.pk/thumbnails/413502848-800x600.jpeg,kaggle_12992
Honda,City Idsi,2004,1550000,175000,Petrol,Manual,,Honda city car ,https://images.olx.com.pk/thumbnails/414063946-800x600.jpeg,kaggle_12993
Daihatsu,Cuore,2010,1050000,139535,Petrol,Manual,,good codtion car neat and clean inside and out side side shower for frsh look only first owner orignal book and file.,https://images.olx.com.pk/thumbnails/411926729-800x600.jpeg,kaggle_12994
Honda,Civic Prosmetic,2006,1650000,129000,Petrol,Automatic,,"I am selling my civic vti prosmetic 2006, inside original, outside showered by citi bank before selling the car to second owner to give vehicle a fresh look. 
New tires

vehicle was maintained by Honda dealership throughout life time, originally purchased by citi bank for their executive and was sold to him after promotions(second owner), I am the third owner. 

The vehicle is ready to drive and have no work, giving average of 6.5 with ac in city. 

Price negotiable",https://images.olx.com.pk/thumbnails/408770105-800x600.jpeg,kaggle_12995
Hyundai,Santro,2001,700000,150000,Petrol,Manual,,totally maintained  ac work heater  work  good fuel average no work require out shower for fresh look,https://images.olx.com.pk/thumbnails/409634029-800x600.jpeg,kaggle_12996
Suzuki,Wagon R,2019,2650000,85000,Petrol,Manual,,"SUZUKI WAGON R VXL 2019
TOTAL GENIUNE 
FAMILY USED CAR 
WHATSAPP : ZERO THREE ONE NINE SEVEN TWO FOUR EIGHT TWO NINE ZERO",https://images.olx.com.pk/thumbnails/414457212-800x600.jpeg,kaggle_12997
Toyota,Corolla Xli,2019,4175000,51336,Petrol,Automatic,,"xli automatic 
1300 cc 
white color
2019 model and make
mint condition back to back
everything orginal and serviced from Toyota motors",https://images.olx.com.pk/thumbnails/412822626-800x600.jpeg,kaggle_12998
Honda,City Aspire,2014,2900000,90000,Petrol,Automatic,,honda city 1.5 full option Automatic 3 touchups cars is on my name tranfer must,https://images.olx.com.pk/thumbnails/403523583-800x600.jpeg,kaggle_12999
Honda,City Ivtec,2016,3150000,96545,Petrol,Manual,,"Alloy rims Installed 
smart card and All documents available 
android Panel installed 
Sides showered 
Bonnet, Roof genuine 
Engine 100% Ok 
Acceleration Top
water drop engine 
4 speakers Installed 
Price is slightly negotiable on spot",https://images.olx.com.pk/thumbnails/413918597-800x600.jpeg,kaggle_13000
Suzuki,Swift,2012,1750000,120000,Petrol,Manual,,no major accident little touchin no paint run very good conditon very good,https://images.olx.com.pk/thumbnails/410218264-800x600.jpeg,kaggle_13001
Honda,City Idsi,2004,1450000,123456,Petrol,Manual,,I want to sell my honda city car 70 % genuine serious buyer contact me. no major accident no work required. New tyres transfer must be mandatory.,https://images.olx.com.pk/thumbnails/414565622-800x600.jpeg,kaggle_13002
Daihatsu,Mira,2007,1325000,162000,Petrol,Automatic,,"Daihatsu Mira 2 Door
Just Like New Car (Home used)
Automatic Transmission 
Model: 2007
Registration: 2013
Mileage: ",https://images.olx.com.pk/thumbnails/412663690-800x600.jpeg,kaggle_13003
Daihatsu,Mira,2015,2525000,110000,Petrol,Automatic,,"DAIHATSU MIRA EIS
X MEMORIAL
MODEL 2015/17
115K MILEAGE
3 PIECES TOUCH UP
TV BACK CAMERA
COMPANY RIMS
PHENOMENAL CONDITION
TRANSFER MANDATORY 

DEMAND ",https://images.olx.com.pk/thumbnails/411620990-800x600.jpeg,kaggle_13004
Suzuki,Bolan,2006,640000,292000,Petrol,Manual,,I am selling my suzuki bolan good condition 2006 model ander se original hai outer some pcs touch up hen water dropping engine hai sirf seat covers wagera lagane hen baki koi kam nai lo or chalao contect ,https://images.olx.com.pk/thumbnails/413650458-800x600.jpeg,kaggle_13005
Suzuki,Cultus Vxr,2013,1290000,9999,Petrol,Manual,,fit car alloy tyres brand new engine fit body condition brand new shower chat genioun sound system install japnis dash bord orignal number plats gud avrig long rud py 17 sy 18 tk call na mily tw whatapp py rabta krn thank u,https://images.olx.com.pk/thumbnails/414718574-800x600.jpeg,kaggle_13006
Honda,Civic Prosmetic,2011,2150000,145000,Petrol,Manual,,Honda civic 2011 model.,https://images.olx.com.pk/thumbnails/405349255-800x600.jpeg,kaggle_13007
Suzuki,Cervo,2007,1345000,88000,Petrol,Automatic,,"Suzuki cervo 660cc 
Automatic 
Karachi reg
All Documents are available and original 
Each and Everything is Perfect and Maintained Thanks. You can call me for any other Information. . .",https://images.olx.com.pk/thumbnails/415523070-800x600.jpeg,kaggle_13008
Suzuki,Wagon R,2020,2800000,64000,Petrol,Automatic,,only serious buyers contact,https://images.olx.com.pk/thumbnails/411542977-800x600.jpeg,kaggle_13009
Toyota,Yaris,2022,4055000,54000,Petrol,Manual,,"toyota Yaris atvi total orgnal car  non accident car model 2021/2022
very good candiston new car low mileage
no  any work required just buy and drive",https://images.olx.com.pk/thumbnails/410865406-800x600.jpeg,kaggle_13010
Toyota,Corolla Xli,2008,1925000,155000,Petrol,Manual,,"Converted Gli 2008/9, lhr regd, inner total geniun seal by seal, outer sides showered for fresh look, non accidental. All documents are cleared and token uptodate.",https://images.olx.com.pk/thumbnails/414729188-800x600.jpeg,kaggle_13011
Toyota,Corolla Xli,2017,3435000,75600,Petrol,Manual,,Toyota Corolla xli convert to gli 1 fandar and half d'Or shower,https://images.olx.com.pk/thumbnails/405175141-800x600.jpeg,kaggle_13012
Honda,Civic Prosmetic,2014,3600000,30000,Petrol,Automatic,,Gari bilqul saf ha nwe tyar ghr k istmal ma ha all ok ha rbta ,https://images.olx.com.pk/thumbnails/414992305-800x600.jpeg,kaggle_13013
Hyundai,Santro,2006,785000,107000,Petrol,Manual,,"power steering
Aly rim
remote central locking
a one drive 
japani wegon R ka enjion 
no need any work just buy and drive",https://images.olx.com.pk/thumbnails/408956751-800x600.jpeg,kaggle_13014
Honda,Civic Prosmetic,2010,2000000,150000,Petrol,Automatic,,HONDA REBORN 10 MODEL HOME USE CAR AND BY our name islmbd number,https://images.olx.com.pk/thumbnails/408798614-800x600.jpeg,kaggle_13015
Daihatsu,Cuore,2006,730000,12345,Petrol,Manual,,My home use car total genuine neat and clean power  AL is ok,https://images.olx.com.pk/thumbnails/411326666-800x600.jpeg,kaggle_13016
